Band,Platform,Strategy,Variation,Run,LLM_Title,Gold_Title,Match_Score,Year,Substances covered,NLP Methodology,Journal/Conference,Authors,DOI,Match_Type,Review_Decision,Review_Reason
100 (exact),Gemini-2.5-Pro,2,3,3,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,100.00%,2023,Opioids,Conventional Machine Learning,JMIR Medical Informatics (Journal),Majid Afshar; Sabrina Adelaine; Felice Resnik; Marlon P Mundt; John Long; Margaret Leaf; Theodore Ampian; Graham J Wills; Benjamin Schnapp; Michael Chao; Randy Brown; Cara Joyce; Brihat Sharma; Dmitriy Dligach; Elizabeth S Burnside; Jane Mahoney; Matthew M Churpek; Brian W Patterson; Frank Liao,10.2196/44977,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,3,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,100.00%,2017,Opioids; Cannabis; Cocaine,Conventional Machine Learning,AMIA Symposium Proceedings (Conference/Proceedings),Lingeman JM; Wang P; Becker W; Yu H,10.5555/5977697,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,3,Disparities in cannabis use and documentation in electronic health records among children and young adults,Disparities in cannabis use and documentation in electronic health records among children and young adults,100.00%,2023,Cannabis,Rule-based; Large Language Models(LLMs) / Transformer Based Models,npj Digital Medicine (Journal),Nazgol Tavabi; Marium Raza; Mallika Singh; Shahriar Golchin; Harsev Singh; Grant D. Hogue; Ata M. Kiapour,10.1186/s12911-020-1099-y,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,3,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,100.00%,2023,Opioids,Large Language Models(LLMs) / Transformer Based Models,Anesthesia & Analgesia (Journal),Rodney A. Gabriel; Brian H. Park; Soraya Mehdipour; Dale N. Bongbong; Sierra Simpson; Ruth S. Waterman,10.1197/jamia.M2442,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,3,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,100.00%,2008,Tobacco,Rule-based; Conventional Machine Learning,JAMIA (Journal),R. Wicentowski; M. R. Sydes,10.1197/jamia.M2440,Exact,Accepted,Verbatim title match (100% word overlap)
"[60,100) near-exact",Gemini-2.5-Pro,2,3,3,Natural Language Processing for Identification of Opioid Use Disorder from the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,3,1,1,Using Natural Language Processing to Identify Substance Use in the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,69.23%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
"[60,100) near-exact",Gemini-2.5-Pro,3,1,1,Using Natural Language Processing of Electronic Health Records to Identify High-Risk Opioid Use,Using natural language processing to identify opioid use disorder in electronic health record data,60.00%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,low overlap of distinctive words
"[60,100) near-exact",Gemini-2.5-Pro,3,1,2,Performance of a Natural Language Processing and Machine Learning-based Algorithm to Identify People Who Inject Drugs in the Electronic Health Record,Natural Language Processing and Machine Learning to Identify People Who Inject Drugs in Electronic Health Records,70.59%,2022,Polysubstance use,Rule-based; Conventional Machine Learning,Open Forum Infectious Diseases (Journal),David Goodman-Meza; Amber Tang; Babak Aryanfar; Sergio Vazquez; Adam J Gordon; Michihiko Goto; Matthew Bidwell Goetz; Steven Shoptaw; Alex A T Bui,10.1093/jamia/ocz072,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,3,1,2,Using natural language processing on the electronic health record to identify substance use,Using natural language processing to identify opioid use disorder in electronic health record data,69.23%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
"[60,100) near-exact",Gemini-2.5-Pro,3,1,2,Development and validation of a natural language processing tool to identify alcohol misuse from the electronic health record,Natural language processing and machine learning to identify alcohol misuse from the electronic health record in trauma patients: development and internal validation,66.67%,2019,Alcohol,Rule-based; Conventional Machine Learning,JAMIA (Journal),Majid Afshar; Andrew Phillips; Niranjan Karnik; Jeanne Mueller; Daniel To; Richard Gonzalez; Ron Price; Richard Cooper; Cara Joyce; Dmitriy Dligach,10.1093/jamia/ocy166,Near-exact,Rejected,low overlap of distinctive words
"[60,100) near-exact",Gemini-2.5-Pro,3,1,2,Natural Language Processing for Identification of Opioid Use Disorder from the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,3,1,3,Using Natural Language Processing to Identify Patients with Opioid Use Disorder from the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,78.57%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,3,2,1,Using Natural Language Processing to Identify Problem Alcohol Use in the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
"[60,100) near-exact",Gemini-2.5-Pro,3,2,2,Using Natural Language Processing to Identify Substance Use in the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,69.23%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
"[60,100) near-exact",Gemini-2.5-Pro,3,2,2,Performance of Natural Language Processing to Document Opioid Use Disorder in the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,3,2,2,Development and validation of a natural language processing algorithm to identify opioid use disorder from the electronic health record,Using natural language processing to identify opioid use disorder in electronic health record data,62.50%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,low overlap of distinctive words
"[60,100) near-exact",Gemini-2.5-Pro,3,2,3,Using Natural Language Processing to Identify Patients with Opioid Use Disorder from the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,78.57%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,3,2,3,Natural language processing for identification of opioid use disorder from the electronic health record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,3,2,3,Development and Validation of a Natural Language Processing Algorithm to Identify Opioid Use Disorder From the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,62.50%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,low overlap of distinctive words
"[60,100) near-exact",Gemini-2.5-Pro,3,3,1,Using natural language processing to identify problematic alcohol use in the electronic health record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
"[60,100) near-exact",Gemini-2.5-Pro,3,3,2,Using Natural Language Processing and Machine Learning to Identify Patients With Substance Use Disorders in the Electronic Health Record,Using Natural Language Processing and Machine Learning to Identify Opioids in Electronic Health Record Data,62.50%,2023,Opioids,Conventional Machine Learning,Journal of Pain Research (Journal),Sean P McDermott; Ajay D Wasan,10.1093/jamia/ocad073,Near-exact,Rejected,different substance/subject focus
"[60,100) near-exact",Gemini-2.5-Pro,3,3,2,Development and Validation of a Rule-Based Natural Language Processing Algorithm to Identify Smoking Status From Unstructured Electronic Health Records,Keyword Extraction Algorithm for Classifying Smoking Status from Unstructured Bilingual Electronic Health Records Based on Natural Language Processing,60.00%,2021,Tobacco,Rule-based; Conventional Machine Learning,Applied Sciences (Journal),Ye Seul Bae; Kyung Hwan Kim; Han Kyul Kim; Sae Won Choi; Taehoon Ko; Hee Hwa Seo; Hae-Young Lee; Hyojin Jeon,10.1038/s41380-024-02533-5,Near-exact,Rejected,low overlap of distinctive words
"[60,100) near-exact",Gemini-2.5-Pro,3,3,3,Using Natural Language Processing to Identify Problem Alcohol Use in the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
100 (exact),Gemini-2.5-Pro,4,1,1,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,100.00%,2023,Opioids,Conventional Machine Learning,JMIR Medical Informatics (Journal),Majid Afshar; Sabrina Adelaine; Felice Resnik; Marlon P Mundt; John Long; Margaret Leaf; Theodore Ampian; Graham J Wills; Benjamin Schnapp; Michael Chao; Randy Brown; Cara Joyce; Brihat Sharma; Dmitriy Dligach; Elizabeth S Burnside; Jane Mahoney; Matthew M Churpek; Brian W Patterson; Frank Liao,10.2196/44977,Exact,Accepted,Verbatim title match (100% word overlap)
"[60,100) near-exact",Gemini-2.5-Pro,4,1,2,Automated Smoking Status Identification in Unstructured Electronic Health Records: A Feasibility Study,A preliminary study on automatic identification of patient smoking status in unstructured electronic health records,61.54%,2015,Tobacco,Rule-based; Conventional Machine Learning,BioNLP (Conference/Proceedings),Jitendra Jonnagaddala; Hong-Jie Dai; Pradeep Ray; Siaw-Teng Liaw,10.3233/SHTI231047,Near-exact,Rejected,low overlap of distinctive words
100 (exact),Gemini-2.5-Pro,4,2,1,Natural language processing of clinical notes to identify mental illness and substance use among people living with HIV: retrospective cohort study,Natural Language Processing of Clinical Notes to Identify Mental Illness and Substance Use Among People Living with HIV: Retrospective Cohort Study,100.00%,2021,Alcohol; Opioids; Cocaine; Polysubstance use,Rule-based,JMIR Medical Informatics (Journal),Jessica P Ridgway; Arno Uvin; Jessica Schmitt; Tomasz Oliwa; Ellen Almirol; Samantha Devlin; John Schneider,10.7910/DVN/KR0FRB,Exact,Accepted,Verbatim title match (100% word overlap)
